date,start_time,end_time,class_type,class_name,professor_name,grade,label,class_code,major
화,13:30,14:45,기초교과(16),성찰과표현,조은영,,GEC,GEC1105-G32,교양
목,13:30,14:45,기초교과(16),성찰과표현,조은영,,GEC,GEC1105-G32,교양
화,13:30,14:45,기초교과(16),성찰과표현,최수진,,GEC,GEC1105-G33,교양
목,13:30,14:45,기초교과(16),성찰과표현,최수진,,GEC,GEC1105-G33,교양
화,13:30,14:45,기초교과(16),성찰과표현,조명숙,,GEC,GEC1105-G34,교양
목,13:30,14:45,기초교과(16),성찰과표현,조명숙,,GEC,GEC1105-G34,교양
화,15:00,16:15,기초교과(16),성찰과표현,조은영,,GEC,GEC1105-G35,교양
목,15:00,16:15,기초교과(16),성찰과표현,조은영,,GEC,GEC1105-G35,교양
화,15:00,16:15,기초교과(16),성찰과표현,최수진,,GEC,GEC1105-G36,교양
목,15:00,16:15,기초교과(16),성찰과표현,최수진,,GEC,GEC1105-G36,교양
화,15:00,16:15,기초교과(16),성찰과표현,김영희,,GEC,GEC1105-G37,교양
목,15:00,16:15,기초교과(16),성찰과표현,김영희,,GEC,GEC1105-G37,교양
화,15:00,16:15,기초교과(16),성찰과표현,최윤희,,GEC,GEC1105-G38,교양
목,15:00,16:15,기초교과(16),성찰과표현,최윤희,,GEC,GEC1105-G38,교양
화,15:00,16:15,기초교과(16),성찰과표현,조명숙,,GEC,GEC1105-G39,교양
목,15:00,16:15,기초교과(16),성찰과표현,조명숙,,GEC,GEC1105-G39,교양
화,16:30,17:45,기초교과(16),성찰과표현,오태호,,GEC,GEC1105-G40,교양
목,16:30,17:45,기초교과(16),성찰과표현,오태호,,GEC,GEC1105-G40,교양
금,09:00,11:45,기초교과(16),성찰과표현,박경희,,GEC,GEC1105-G41,교양
금,09:00,11:45,기초교과(16),성찰과표현,고유림,,GEC,GEC1105-G42,교양
금,09:00,11:45,기초교과(16),성찰과표현,한송이,,GEC,GEC1105-G43,교양
금,09:00,11:45,기초교과(16),성찰과표현,전성희,,GEC,GEC1105-G44,교양
금,12:00,14:45,기초교과(16),성찰과표현,주지선,,GEC,GEC1105-G45,교양
금,12:00,14:45,기초교과(16),성찰과표현,박경희,,GEC,GEC1105-G46,교양
금,12:00,14:45,기초교과(16),성찰과표현,이윤주,,GEC,GEC1105-G47,교양
금,12:00,14:45,기초교과(16),성찰과표현,전성희,,GEC,GEC1105-G48,교양
금,15:00,17:45,기초교과(16),성찰과표현,주지선,,GEC,GEC1105-G49,교양
금,15:00,17:45,기초교과(16),성찰과표현,한송이,,GEC,GEC1105-G50,교양
금,15:00,17:45,기초교과(16),성찰과표현,고유림,,GEC,GEC1105-G51,교양
월,09:00,10:15,기초교과(16),주제연구,박지용,,GEC,GEC2001-G00,교양
수,09:00,10:15,기초교과(16),주제연구,박지용,,GEC,GEC2001-G00,교양
월,09:00,10:15,기초교과(16),주제연구,이은봉,,GEC,GEC2001-G01,교양
수,09:00,10:15,기초교과(16),주제연구,이은봉,,GEC,GEC2001-G01,교양
월,10:30,11:45,기초교과(16),주제연구,이은봉,,GEC,GEC2001-G02,교양
수,10:30,11:45,기초교과(16),주제연구,이은봉,,GEC,GEC2001-G02,교양
월,10:30,11:45,기초교과(16),주제연구,이지영,,GEC,GEC2001-G03,교양
수,10:30,11:45,기초교과(16),주제연구,이지영,,GEC,GEC2001-G03,교양
월,10:30,11:45,기초교과(16),주제연구,박지용,,GEC,GEC2001-G04,교양
수,10:30,11:45,기초교과(16),주제연구,박지용,,GEC,GEC2001-G04,교양
월,12:00,13:15,기초교과(16),주제연구,강호정,,GEC,GEC2001-G05,교양
수,12:00,13:15,기초교과(16),주제연구,강호정,,GEC,GEC2001-G05,교양
월,12:00,13:15,기초교과(16),주제연구,백지윤,,GEC,GEC2001-G07,교양
수,12:00,13:15,기초교과(16),주제연구,백지윤,,GEC,GEC2001-G07,교양
월,13:30,14:45,기초교과(16),주제연구,강호정,,GEC,GEC2001-G08,교양
수,13:30,14:45,기초교과(16),주제연구,강호정,,GEC,GEC2001-G08,교양
월,13:30,14:45,기초교과(16),주제연구,백지윤,,GEC,GEC2001-G10,교양
수,13:30,14:45,기초교과(16),주제연구,백지윤,,GEC,GEC2001-G10,교양
월,13:30,14:45,기초교과(16),주제연구,오승희,,GEC,GEC2001-G11,교양
수,13:30,14:45,기초교과(16),주제연구,오승희,,GEC,GEC2001-G11,교양
월,15:00,16:15,기초교과(16),주제연구,이유진,,GEC,GEC2001-G14,교양
수,15:00,16:15,기초교과(16),주제연구,이유진,,GEC,GEC2001-G14,교양
월,16:30,17:45,기초교과(16),주제연구,이유진,,GEC,GEC2001-G17,교양
수,16:30,17:45,기초교과(16),주제연구,이유진,,GEC,GEC2001-G17,교양
월,16:30,17:45,기초교과(16),주제연구,오승희,,GEC,GEC2001-G18,교양
수,16:30,17:45,기초교과(16),주제연구,오승희,,GEC,GEC2001-G18,교양
화,09:00,10:15,기초교과(16),주제연구,김정욱,,GEC,GEC2001-G19,교양
목,09:00,10:15,기초교과(16),주제연구,김정욱,,GEC,GEC2001-G19,교양
화,09:00,10:15,기초교과(16),주제연구,엄상희,,GEC,GEC2001-G20,교양
목,09:00,10:15,기초교과(16),주제연구,엄상희,,GEC,GEC2001-G20,교양
화,10:30,11:45,기초교과(16),주제연구,오태호,,GEC,GEC2001-G21,교양
목,10:30,11:45,기초교과(16),주제연구,오태호,,GEC,GEC2001-G21,교양
화,10:30,11:45,기초교과(16),주제연구,김정욱,,GEC,GEC2001-G22,교양
목,10:30,11:45,기초교과(16),주제연구,김정욱,,GEC,GEC2001-G22,교양
화,10:30,11:45,기초교과(16),주제연구,엄상희,,GEC,GEC2001-G23,교양
목,10:30,11:45,기초교과(16),주제연구,엄상희,,GEC,GEC2001-G23,교양
화,12:00,13:15,기초교과(16),주제연구,오세정,,GEC,GEC2001-G24,교양
목,12:00,13:15,기초교과(16),주제연구,오세정,,GEC,GEC2001-G24,교양
화,12:00,13:15,기초교과(16),주제연구,윤분희,,GEC,GEC2001-G25,교양
목,12:00,13:15,기초교과(16),주제연구,윤분희,,GEC,GEC2001-G25,교양
화,12:00,13:15,기초교과(16),주제연구,김영임,,GEC,GEC2001-G26,교양
목,12:00,13:15,기초교과(16),주제연구,김영임,,GEC,GEC2001-G26,교양
화,13:30,14:45,기초교과(16),주제연구,김영임,,GEC,GEC2001-G27,교양
목,13:30,14:45,기초교과(16),주제연구,김영임,,GEC,GEC2001-G27,교양
화,13:30,14:45,기초교과(16),주제연구,오세정,,GEC,GEC2001-G28,교양
목,13:30,14:45,기초교과(16),주제연구,오세정,,GEC,GEC2001-G28,교양
화,15:00,16:15,기초교과(16),주제연구,최은영,,GEC,GEC2001-G29,교양
목,15:00,16:15,기초교과(16),주제연구,최은영,,GEC,GEC2001-G29,교양
화,15:00,16:15,기초교과(16),주제연구,오태호,,GEC,GEC2001-G30,교양
목,15:00,16:15,기초교과(16),주제연구,오태호,,GEC,GEC2001-G30,교양
화,15:00,16:15,기초교과(16),주제연구,홍비연,,GEC,GEC2001-G31,교양
목,15:00,16:15,기초교과(16),주제연구,홍비연,,GEC,GEC2001-G31,교양
화,16:30,17:45,기초교과(16),주제연구,최은영,,GEC,GEC2001-G32,교양
목,16:30,17:45,기초교과(16),주제연구,최은영,,GEC,GEC2001-G32,교양
화,16:30,17:45,기초교과(16),주제연구,홍비연,,GEC,GEC2001-G33,교양
목,16:30,17:45,기초교과(16),주제연구,홍비연,,GEC,GEC2001-G33,교양
금,09:00,11:45,기초교과(16),주제연구,진은경,,GEC,GEC2001-G34,교양
금,09:00,11:45,기초교과(16),주제연구,한주희,,GEC,GEC2001-G35,교양
금,09:00,11:45,기초교과(16),주제연구,이윤주,,GEC,GEC2001-G36,교양
금,12:00,14:45,기초교과(16),주제연구,홍상언,,GEC,GEC2001-G37,교양
금,12:00,14:45,기초교과(16),주제연구,진은경,,GEC,GEC2001-G38,교양
금,12:00,14:45,기초교과(16),주제연구,한주희,,GEC,GEC2001-G39,교양
금,15:00,17:45,기초교과(16),주제연구,홍상언,,GEC,GEC2001-G40,교양
금,15:00,17:45,기초교과(16),주제연구,소지영,,GEC,GEC2001-G41,교양
목,16:30,17:45,중핵교과(14),빅뱅에서문명까지,"박지호, 김성",,GEC,GEC0103-G00,교양
화,16:30,17:45,중핵교과(14),빅뱅에서문명까지,"박지호, 김성",,GEC,GEC0103-G00,교양
금,12:00,14:45,중핵교과(14),빅뱅에서문명까지,"이상원, 선종호",,GEC,GEC0103-G01,교양
월,15:00,16:15,중핵교과(14),빅뱅에서문명까지,김갑성,,GEC,GEC0103-G02,교양
수,15:00,16:15,중핵교과(14),빅뱅에서문명까지,김갑성,,GEC,GEC0103-G02,교양
월,13:30,14:45,중핵교과(14),빅뱅에서문명까지,"김관혁, 강희",,GEC,GEC0103-G03,교양
수,13:30,14:45,중핵교과(14),빅뱅에서문명까지,"김관혁, 강희",,GEC,GEC0103-G03,교양
월,16:30,17:45,중핵교과(14),빅뱅에서문명까지,"김관혁, 강희",,GEC,GEC0103-G04,교양
수,16:30,17:45,중핵교과(14),빅뱅에서문명까지,"김관혁, 강희",,GEC,GEC0103-G04,교양
수,12:00,13:15,중핵교과(14),빅뱅에서문명까지,"윤재승, 이영식",,GEC,GEC0103-G05,교양
월,12:00,13:15,중핵교과(14),빅뱅에서문명까지,"윤재승, 이영식",,GEC,GEC0103-G05,교양
수,13:30,14:45,중핵교과(14),빅뱅에서문명까지,"윤재승, 이영식",,GEC,GEC0103-G06,교양
월,13:30,14:45,중핵교과(14),빅뱅에서문명까지,"윤재승, 이영식",,GEC,GEC0103-G06,교양
월,15:00,16:15,중핵교과(14),빅뱅에서문명까지,이호선,,GEC,GEC0103-G07,교양
수,15:00,16:15,중핵교과(14),빅뱅에서문명까지,이호선,,GEC,GEC0103-G07,교양
화,12:00,13:15,중핵교과(14),빅뱅에서문명까지,황은주,,GEC,GEC0103-G08,교양
목,12:00,13:15,중핵교과(14),빅뱅에서문명까지,황은주,,GEC,GEC0103-G08,교양
금,12:00,14:45,중핵교과(14),빅뱅에서문명까지,최윤영,,GEC,GEC0103-G09,교양
금,12:00,14:45,중핵교과(14),빅뱅에서문명까지,박명진,,GEC,GEC0103-G10,교양
화,10:30,11:45,중핵교과(14),빅뱅에서문명까,지김성,,GEC,GEC0103-G11,교양
목,10:30,11:45,중핵교과(14),빅뱅에서문명까,지김성,,GEC,GEC0103-G11,교양
토,09:00,11:45,중핵교과(14),빅뱅에서문명까지,전명원,,GEC,GEC0103-G13,교양
월,09:00,11:45,중핵교과(14),세계와시민,권순대,,GEC,GEC1104-G00,교양
월,12:00,14:45,중핵교과(14),세계와시민,정현경,,GEC,GEC1104-G01,교양
월,12:00,14:45,중핵교과(14),세계와시민,윤종희,,GEC,GEC1104-G02,교양
월,12:00,14:45,중핵교과(14),세계와시민,곽봉재,,GEC,GEC1104-G03,교양
월,15:00,17:45,중핵교과(14),세계와시민,김종원,,GEC,GEC1104-G04,교양
월,15:00,17:45,중핵교과(14),세계와시민,박숙경,,GEC,GEC1104-G05,교양
월,15:00,17:45,중핵교과(14),세계와시민,권순대,,GEC,GEC1104-G06,교양
월,15:00,17:45,중핵교과(14),세계와시민,이광훈,,GEC,GEC1104-G07,교양
화,09:00,11:45,중핵교과(14),세계와시민,"양훈도, 권순대",,GEC,GEC1104-G08,교양
화,09:00,11:45,중핵교과(14),세계와시민,송종서,,GEC,GEC1104-G09,교양
화,09:00,11:45,중핵교과(14),세계와시민,박숙경,,GEC,GEC1104-G10,교양
화,12:00,14:45,중핵교과(14),세계와시민,임형진,,GEC,GEC1104-G11,교양
화,12:00,14:45,중핵교과(14),세계와시민,권순대,,GEC,GEC1104-G12,교양
화,12:00,14:45,중핵교과(14),세계와시민,정재원,,GEC,GEC1104-G13,교양
화,12:00,14:45,중핵교과(14),세계와시민,윤종희,,GEC,GEC1104-G14,교양
화,12:00,14:45,중핵교과(14),세계와시민,정현경,,GEC,GEC1104-G15,교양
화,15:00,17:45,중핵교과(14),세계와시민,임형진,,GEC,GEC1104-G16,교양
화,15:00,17:45,중핵교과(14),세계와시민,정재원,,GEC,GEC1104-G17,교양
화,15:00,17:45,중핵교과(14),세계와시민,송종서,,GEC,GEC1104-G18,교양
수,09:00,11:45,중핵교과(14),세계와시민,"정재원, 양훈도",,GEC,GEC1104-G19,교양
수,09:00,11:45,중핵교과(14),세계와시민,박숙경,,GEC,GEC1104-G20,교양
수,12:00,14:45,중핵교과(14),세계와시민,유한범,,GEC,GEC1104-G21,교양
수,12:00,14:45,중핵교과(14),세계와시민,곽봉재,,GEC,GEC1104-G22,교양
수,12:00,14:45,중핵교과(14),세계와시민,윤종희,,GEC,GEC1104-G23,교양
수,12:00,14:45,중핵교과(14),세계와시민,정재원,,GEC,GEC1104-G24,교양
수,15:00,17:45,중핵교과(14),세계와시민,유한범,,GEC,GEC1104-G25,교양
수,15:00,17:45,중핵교과(14),세계와시민,정현경,,GEC,GEC1104-G26,교양
목,09:00,11:45,중핵교과(14),세계와시민,상종열,,GEC,GEC1104-G27,교양
목,09:00,11:45,중핵교과(14),세계와시민,김연철,,GEC,GEC1104-G28,교양
목,09:00,11:45,중핵교과(14),세계와시민,신충식,,GEC,GEC1104-G29,교양
목,12:00,14:45,중핵교과(14),세계와시민,상종열,,GEC,GEC1104-G30,교양
목,12:00,14:45,중핵교과(14),세계와시민,민진영,,GEC,GEC1104-G31,교양
목,12:00,14:45,중핵교과(14),세계와시민,김연철,,GEC,GEC1104-G32,교양
목,12:00,14:45,중핵교과(14),세계와시민,이진오,,GEC,GEC1104-G33,교양
목,12:00,14:45,중핵교과(14),세계와시민,김민전,,GEC,GEC1104-G34,교양
목,15:00,17:45,중핵교과(14),세계와시민,민진영,,GEC,GEC1104-G35,교양
목,15:00,17:45,중핵교과(14),세계와시민,김활란,,GEC,GEC1104-G37,교양
금,09:00,11:45,중핵교과(14),세계와시민,이규호,,GEC,GEC1104-G38,교양
금,09:00,11:45,중핵교과(14),세계와시민,이광훈,,GEC,GEC1104-G39,교양
금,12:00,14:45,중핵교과(14),세계와시민,박영주,,GEC,GEC1104-G41,교양
금,12:00,14:45,중핵교과(14),세계와시민,이규호,,GEC,GEC1104-G42,교양
금,15:00,17:45,중핵교과(14),세계와시민,박영주,,GEC,GEC1104-G43,교양
금,15:00,17:45,중핵교과(14),세계와시민,김민전,,GEC,GEC1104-G44,교양
화,09:00,11:45,중핵교과(14),세계와시민,신충식,,GEC,GEC1104-G45,교양
월,10:30,11:45,중핵교과(14),우리가사는세계,신충식,,GEC,GEC1101-G00,교양
수,10:30,11:45,중핵교과(14),우리가사는세계,신충식,,GEC,GEC1101-G00,교양
월,16:30,17:45,중핵교과(14),우리가사는세계,이은정,,GEC,GEC1101-G01,교양
수,16:30,17:45,중핵교과(14),우리가사는세계,이은정,,GEC,GEC1101-G01,교양
화,10:30,11:45,중핵교과(14),우리가사는세계,김영진,,GEC,GEC1101-G02,교양
목,10:30,11:45,중핵교과(14),우리가사는세계,김영진,,GEC,GEC1101-G02,교양
금,09:00,11:45,중핵교과(14),인간의가치탐색,육정임,,GEC,GEC1102-G00,교양
금,09:00,11:45,중핵교과(14),인간의가치탐색,윤원근,,GEC,GEC1102-G01,교양
금,12:00,14:45,중핵교과(14),인간의가치탐색,문영희,,GEC,GEC1102-G02,교양
금,12:00,14:45,중핵교과(14),인간의가치탐색,민승기,,GEC,GEC1102-G03,교양
금,12:00,14:45,중핵교과(14),인간의가치탐색,윤원근,,GEC,GEC1102-G04,교양
금,15:00,17:45,중핵교과(14),인간의가치탐색,문영희,,GEC,GEC1102-G05,교양
월,09:00,10:15,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G06,교양
수,09:00,10:15,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G06,교양
월,10:30,11:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G07,교양
수,10:30,11:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G07,교양
월,10:30,11:45,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G08,교양
수,10:30,11:45,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G08,교양
월,10:30,11:45,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G09,교양
수,10:30,11:45,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G09,교양
월,10:30,11:45,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G10,교양
수,10:30,11:45,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G10,교양
월,10:30,11:45,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G11,교양
수,10:30,11:45,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G11,교양
월,12:00,13:15,중핵교과(14),인간의가치탐색,신충식,,GEC,GEC1102-G12,교양
수,12:00,13:15,중핵교과(14),인간의가치탐색,신충식,,GEC,GEC1102-G12,교양
월,12:00,13:15,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G13,교양
수,12:00,13:15,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G13,교양
월,12:00,13:15,중핵교과(14),인간의가치탐색,임형진,,GEC,GEC1102-G14,교양
수,12:00,13:15,중핵교과(14),인간의가치탐색,임형진,,GEC,GEC1102-G14,교양
월,12:00,13:15,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G15,교양
수,12:00,13:15,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G15,교양
월,12:00,13:15,중핵교과(14),인간의가치탐색,최재구,,GEC,GEC1102-G16,교양
수,12:00,13:15,중핵교과(14),인간의가치탐색,최재구,,GEC,GEC1102-G16,교양
월,13:30,14:45,중핵교과(14),인간의가치탐색,신충식,,GEC,GEC1102-G17,교양
수,13:30,14:45,중핵교과(14),인간의가치탐색,신충식,,GEC,GEC1102-G17,교양
월,13:30,14:45,중핵교과(14),인간의가치탐색,유병래,,GEC,GEC1102-G18,교양
수,13:30,14:45,중핵교과(14),인간의가치탐색,유병래,,GEC,GEC1102-G18,교양
월,13:30,14:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G19,교양
수,13:30,14:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G19,교양
월,13:30,14:45,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G20,교양
수,13:30,14:45,중핵교과(14),인간의가치탐색,이은정,,GEC,GEC1102-G20,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G21,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G21,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G22,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G22,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,유병래,,GEC,GEC1102-G23,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,유병래,,GEC,GEC1102-G23,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G24,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G24,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G25,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,이진오,,GEC,GEC1102-G25,교양
월,15:00,16:15,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G26,교양
수,15:00,16:15,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G26,교양
월,16:30,17:45,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G27,교양
수,16:30,17:45,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G27,교양
월,16:30,17:45,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G28,교양
수,16:30,17:45,중핵교과(14),인간의가치탐색,전호근,,GEC,GEC1102-G28,교양
화,09:00,10:15,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G29,교양
목,09:00,10:15,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G29,교양
화,09:00,10:15,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G30,교양
목,09:00,10:15,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G30,교양
화,09:00,10:15,중핵교과(14),인간의가치탐색,김종인,,GEC,GEC1102-G31,교양
목,09:00,10:15,중핵교과(14),인간의가치탐색,김종인,,GEC,GEC1102-G31,교양
화,09:00,10:15,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G32,교양
목,09:00,10:15,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G32,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G33,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G33,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,김종인,,GEC,GEC1102-G34,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,김종인,,GEC,GEC1102-G34,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G35,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,김태경,,GEC,GEC1102-G35,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G36,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G36,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G37,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G37,교양
화,10:30,11:45,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G38,교양
목,10:30,11:45,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G38,교양
화,12:00,13:15,중핵교과(14),인간의가치탐색,이경석,,GEC,GEC1102-G39,교양
목,12:00,13:15,중핵교과(14),인간의가치탐색,이경석,,GEC,GEC1102-G39,교양
화,12:00,13:15,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G40,교양
목,12:00,13:15,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G40,교양
화,12:00,13:15,중핵교과(14),인간의가치탐색,최인자,,GEC,GEC1102-G41,교양
목,12:00,13:15,중핵교과(14),인간의가치탐색,최인자,,GEC,GEC1102-G41,교양
화,12:00,13:15,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G42,교양
목,12:00,13:15,중핵교과(14),인간의가치탐색,김활란,,GEC,GEC1102-G42,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G43,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,김연숙,,GEC,GEC1102-G43,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G44,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,김영진,,GEC,GEC1102-G44,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,이경석,,GEC,GEC1102-G45,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,이경석,,GEC,GEC1102-G45,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,이미선,,GEC,GEC1102-G46,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,이미선,,GEC,GEC1102-G46,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G47,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,이병수,,GEC,GEC1102-G47,교양
화,13:30,14:45,중핵교과(14),인간의가치탐색,최인자,,GEC,GEC1102-G48,교양
목,13:30,14:45,중핵교과(14),인간의가치탐색,최인자,,GEC,GEC1102-G48,교양
화,15:00,16:15,중핵교과(14),인간의가치탐색,김병진,,GEC,GEC1102-G49,교양
목,15:00,16:15,중핵교과(14),인간의가치탐색,김병진,,GEC,GEC1102-G49,교양
화,15:00,16:15,중핵교과(14),인간의가치탐색,이삼출,,GEC,GEC1102-G50,교양
목,15:00,16:15,중핵교과(14),인간의가치탐색,이삼출,,GEC,GEC1102-G50,교양
화,15:00,16:15,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G51,교양
목,15:00,16:15,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G51,교양
화,16:30,17:45,중핵교과(14),인간의가치탐색,김병진,,GEC,GEC1102-G52,교양
목,16:30,17:45,중핵교과(14),인간의가치탐색,김병진,,GEC,GEC1102-G52,교양
화,16:30,17:45,중핵교과(14),인간의가치탐색,이삼출,,GEC,GEC1102-G53,교양
목,16:30,17:45,중핵교과(14),인간의가치탐색,이삼출,,GEC,GEC1102-G53,교양
화,16:30,17:45,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G54,교양
목,16:30,17:45,중핵교과(14),인간의가치탐색,조현준,,GEC,GEC1102-G54,교양
월,12:00,13:15,기초교과(16),영어1,박현주,,GEB,GEB1201-G00,교양
수,12:00,13:15,기초교과(16),영어1,박현주,,GEB,GEB1201-G00,교양
월,09:00,10:15,기초교과(16),영어2,박현주,,GEB,GEB1202-G00,교양
수,09:00,10:15,기초교과(16),영어2,박현주,,GEB,GEB1202-G00,교양
화,10:30,11:45,기초교과(16),영어2,여승주,,GEB,GEB1202-G04,교양
목,10:30,11:45,기초교과(16),영어2,여승주,,GEB,GEB1202-G04,교양
화,12:00,13:15,기초교과(16),영어2,이미선,,GEB,GEB1202-G05,교양
목,12:00,13:15,기초교과(16),영어2,이미선,,GEB,GEB1202-G05,교양
화,13:30,14:45,기초교과(16),영어2,Andrew James Stewart,,GEB,GEB1202-G06,교양
목,13:30,14:45,기초교과(16),영어2,Andrew James Stewart,,GEB,GEB1202-G06,교양
화,09:00,10:15,기초교과(16),글쓰기1,오태호,,GEB,GEB1101-G01,교양
목,09:00,10:15,기초교과(16),글쓰기1,오태호,,GEB,GEB1101-G01,교양
화,12:00,13:15,기초교과(16),글쓰기1,오태호,,GEB,GEB1101-G02,교양
목,12:00,13:15,기초교과(16),글쓰기1,오태호,,GEB,GEB1101-G02,교양
월,09:00,10:15,기초교과(16),글쓰기2,차희정,,GEB,GEB1102-G00,교양
수,09:00,10:15,기초교과(16),글쓰기2,차희정,,GEB,GEB1102-G00,교양
월,10:30,11:45,기초교과(16),글쓰기2,차희정,,GEB,GEB1102-G01,교양
수,10:30,11:45,기초교과(16),글쓰기2,차희정,,GEB,GEB1102-G01,교양
월,10:30,11:45,기초교과(16),글쓰기2,유재명,,GEB,GEB1102-G02,교양
수,10:30,11:45,기초교과(16),글쓰기2,유재명,,GEB,GEB1102-G02,교양
월,13:30,14:45,기초교과(16),글쓰기2,예철해,,GEB,GEB1102-G03,교양
수,13:30,14:45,기초교과(16),글쓰기2,예철해,,GEB,GEB1102-G03,교양
월,15:00,16:15,기초교과(16),글쓰기2,예철해,,GEB,GEB1102-G04,교양
수,15:00,16:15,기초교과(16),글쓰기2,예철해,,GEB,GEB1102-G04,교양
월,15:00,16:15,기초교과(16),글쓰기2,유재명,,GEB,GEB1102-G05,교양
수,15:00,16:15,기초교과(16),글쓰기2,유재명,,GEB,GEB1102-G05,교양
화,09:00,10:15,기초교과(16),글쓰기2,이은영,,GEB,GEB1102-G06,교양
목,09:00,10:15,기초교과(16),글쓰기2,이은영,,GEB,GEB1102-G06,교양
화,10:30,11:45,기초교과(16),글쓰기2,이은영,,GEB,GEB1102-G07,교양
목,10:30,11:45,기초교과(16),글쓰기2,이은영,,GEB,GEB1102-G07,교양
화,13:30,14:45,기초교과(16),글쓰기2,예철해,,GEB,GEB1102-G08,교양
